Title,Price_GBP,Rating_Num,Stock_Quantity,Rating_Percentage,Price_Band,Stock_Status
Alight (The Generations Trilogy #2),58.59,4,10,80.0,Premium,Healthy Stock
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,12,20.0,Standard,Healthy Stock
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,17,40.0,Premium,Healthy Stock
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,6,80.0,Budget,Healthy Stock
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,7,60.0,Budget,Healthy Stock
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,14,80.0,Premium,Healthy Stock
The Shining (The Shining #1),27.88,3,13,60.0,Standard,Healthy Stock
The Pilgrim's Progress,50.26,2,8,40.0,Premium,Healthy Stock
The Perfect Play (Play by Play #1),59.99,3,10,60.0,Premium,Healthy Stock
The Passion of Dolssa,28.32,5,9,100.0,Standard,Healthy Stock
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,18,60.0,Standard,Healthy Stock
The Hunger Games (The Hunger Games #1),29.85,5,2,100.0,Standard,Low Stock
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,5,40.0,Budget,Healthy Stock
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,5,80.0,Budget,Healthy Stock
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,6,40.0,Standard,Healthy Stock
The Demonists (Demonist #1),52.11,2,19,40.0,Premium,Healthy Stock
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,8,40.0,Standard,Healthy Stock
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,16,60.0,Premium,Healthy Stock
The Beast (Black Dagger Brotherhood #14),46.08,5,13,100.0,Premium,Healthy Stock
Some Women,13.73,5,1,100.0,Budget,Low Stock
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,22,100.0,Premium,Healthy Stock
Paper and Fire (The Great Library #2),49.45,5,20,100.0,Premium,Healthy Stock
Outlander (Outlander #1),19.67,5,17,100.0,Budget,Healthy Stock
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,7,60.0,Budget,Healthy Stock
No One Here Gets Out Alive,20.02,5,25,100.0,Budget,Healthy Stock
Night Shift (Night Shift #1-20),12.75,4,13,80.0,Budget,Healthy Stock
Needful Things,47.51,4,4,80.0,Premium,Low Stock
Mockingjay (The Hunger Games #3),20.44,4,4,80.0,Budget,Low Stock
Misery,34.79,2,6,40.0,Standard,Healthy Stock
Little Women (Little Women #1),28.07,4,19,80.0,Standard,Healthy Stock
It,25.01,3,12,60.0,Budget,Healthy Stock
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,22,60.0,Budget,Healthy Stock
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,7,80.0,Budget,Healthy Stock
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,10,80.0,Standard,Healthy Stock
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,19,100.0,Premium,Healthy Stock
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,7,20.0,Budget,Healthy Stock
Gone with the Wind,32.49,3,3,60.0,Standard,Low Stock
God Is Not Great: How Religion Poisons Everything,27.8,1,13,20.0,Standard,Healthy Stock
Girl With a Pearl Earring,26.77,1,13,20.0,Budget,Healthy Stock
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,18,80.0,Premium,Healthy Stock
Far From True (Promise Falls Trilogy #2),34.93,2,20,40.0,Standard,Healthy Stock
Dark Lover (Black Dagger Brotherhood #1),12.87,1,8,20.0,Budget,Healthy Stock
Confessions of a Shopaholic (Shopaholic #1),48.94,2,9,40.0,Premium,Healthy Stock
Changing the Game (Play by Play #2),13.38,3,7,60.0,Budget,Healthy Stock
Candide,58.63,3,1,60.0,Premium,Low Stock
Can You Keep a Secret?,21.94,1,3,20.0,Budget,Low Stock
Atlas Shrugged,26.58,5,13,100.0,Budget,Healthy Stock
Animal Farm,57.22,3,25,60.0,Premium,Healthy Stock
A Walk to Remember,56.43,1,17,20.0,Premium,Healthy Stock
A New Earth: Awakening to Your Life's Purpose,55.65,5,25,100.0,Premium,Healthy Stock
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,24,20.0,Standard,Healthy Stock
'Salem's Lot,49.56,4,1,80.0,Premium,Low Stock
Zero History (Blue Ant #3),34.77,1,6,20.0,Standard,Healthy Stock
Wuthering Heights,17.73,3,21,60.0,Budget,Healthy Stock
World War Z: An Oral History of the Zombie War,21.8,1,6,20.0,Budget,Healthy Stock
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,12,60.0,Premium,Healthy Stock
"Where'd You Go, Bernadette",18.13,1,13,20.0,Budget,Healthy Stock
When You Are Engulfed in Flames,30.89,5,13,100.0,Standard,Healthy Stock
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,15,60.0,Standard,Healthy Stock
We Are All Completely Beside Ourselves,24.04,1,21,20.0,Budget,Healthy Stock
Walk the Edge (Thunder Road #2),32.36,3,16,60.0,Standard,Healthy Stock
Voyager (Outlander #3),21.07,5,22,100.0,Budget,Healthy Stock
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,21,60.0,Premium,Healthy Stock
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,11,40.0,Budget,Healthy Stock
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,5,20.0,Premium,Healthy Stock
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,4,20.0,Standard,Low Stock
Two Boys Kissing,32.74,2,3,40.0,Standard,Low Stock
Twilight (Twilight #1),41.93,2,19,40.0,Standard,Healthy Stock
Twenties Girl,42.8,2,20,40.0,Standard,Healthy Stock
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,25,20.0,Premium,Healthy Stock
Three-Martini Lunch,23.21,3,18,60.0,Budget,Healthy Stock
"Thinking, Fast and Slow",21.14,1,15,20.0,Budget,Healthy Stock
The Wild Robot,56.07,3,9,60.0,Premium,Healthy Stock
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,17,60.0,Budget,Healthy Stock
The Undomestic Goddess,45.75,4,14,80.0,Premium,Healthy Stock
The Travelers,15.77,1,15,20.0,Budget,Healthy Stock
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,1,40.0,Budget,Low Stock
The Thing About Jellyfish,48.77,1,21,20.0,Premium,Healthy Stock
The Stand,57.86,2,22,40.0,Premium,Healthy Stock
The Smitten Kitchen Cookbook,23.59,1,22,20.0,Budget,Healthy Stock
The Silkworm (Cormoran Strike #2),23.05,5,3,100.0,Budget,Low Stock
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,16,100.0,Premium,Healthy Stock
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,23,80.0,Premium,Healthy Stock
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,25,20.0,Budget,Healthy Stock
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,11,60.0,Standard,Healthy Stock
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,12,20.0,Budget,Healthy Stock
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,10,20.0,Standard,Healthy Stock
The Red Tent,35.66,5,16,100.0,Standard,Healthy Stock
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,8,60.0,Standard,Healthy Stock
The Purest Hook (Second Circle Tattoos #3),12.25,1,6,20.0,Budget,Healthy Stock
The Picture of Dorian Gray,29.7,2,12,40.0,Standard,Healthy Stock
The Paris Wife,36.8,3,24,60.0,Standard,Healthy Stock
The Obsession,45.43,1,21,20.0,Premium,Healthy Stock
The Nightingale,26.26,4,8,80.0,Budget,Healthy Stock
The New Guy (and Other Senior Year Distractions),44.92,3,4,60.0,Premium,Low Stock
The Nanny Diaries (Nanny #1),52.53,5,8,100.0,Premium,Healthy Stock
The Name of God is Mercy,37.25,2,18,40.0,Standard,Healthy Stock
The Maze Runner (The Maze Runner #1),20.93,1,5,20.0,Budget,Healthy Stock
The Lover's Dictionary,58.09,2,9,40.0,Premium,Healthy Stock
The Lonely Ones,43.59,5,4,100.0,Premium,Low Stock
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,22,60.0,Standard,Healthy Stock
The Last Painting of Sara de Vos,55.55,2,17,40.0,Premium,Healthy Stock
"The Land of 10,000 Madonnas",29.64,4,9,80.0,Standard,Healthy Stock
The Infinities,27.41,1,1,20.0,Standard,Low Stock
The Husband's Secret,52.51,5,21,100.0,Premium,Healthy Stock
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,20,60.0,Premium,Healthy Stock
The Guns of August,14.54,2,13,40.0,Budget,Healthy Stock
The Guernsey Literary and Potato Peel Pie Society,49.53,1,16,20.0,Premium,Healthy Stock
The Goldfinch,43.58,3,13,60.0,Standard,Healthy Stock
The Giver (The Giver Quartet #1),12.3,1,14,20.0,Budget,Healthy Stock
The Girl with All the Gifts,49.47,3,3,60.0,Premium,Low Stock
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,6,40.0,Budget,Healthy Stock
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,18,20.0,Premium,Healthy Stock
The Exiled,43.45,3,19,60.0,Standard,Healthy Stock
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,5,80.0,Budget,Healthy Stock
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,15,80.0,Budget,Healthy Stock
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,25,100.0,Premium,Healthy Stock
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,2,20.0,Premium,Low Stock
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,10,80.0,Premium,Healthy Stock
The Day the Crayons Came Home (Crayons),26.33,5,24,100.0,Budget,Healthy Stock
The Da Vinci Code (Robert Langdon #2),22.96,2,18,40.0,Budget,Healthy Stock
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,13,20.0,Budget,Healthy Stock
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,5,80.0,Budget,Healthy Stock
The Complete Poems,41.32,5,23,100.0,Standard,Healthy Stock
The Catcher in the Rye,24.55,1,24,20.0,Budget,Healthy Stock
The Cat in the Hat (Beginner Books B-1),16.26,2,1,40.0,Budget,Low Stock
The Case for Christ (Cases for Christianity),47.84,1,22,20.0,Premium,Healthy Stock
The Book Thief,53.49,2,1,40.0,Premium,Low Stock
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,18,100.0,Premium,Healthy Stock
The Blind Side: Evolution of a Game,53.71,5,15,100.0,Premium,Healthy Stock
The Autobiography of Malcolm X,23.43,2,17,40.0,Budget,Healthy Stock
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,11,60.0,Standard,Healthy Stock
The Art of Fielding,22.1,1,21,20.0,Budget,Healthy Stock
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,25,40.0,Budget,Healthy Stock
Stiff: The Curious Lives of Human Cadavers,36.74,3,22,60.0,Standard,Healthy Stock
Spilled Milk: Based on a True Story,49.51,1,17,20.0,Premium,Healthy Stock
Something Borrowed (Darcy & Rachel #1),48.96,5,13,100.0,Premium,Healthy Stock
Something Blue (Darcy & Rachel #2),54.62,1,1,20.0,Premium,Low Stock
Soldier (Talon #3),24.72,2,2,40.0,Budget,Low Stock
Shopaholic & Baby (Shopaholic #5),46.45,2,9,40.0,Premium,Healthy Stock
Seven Days in the Art World,52.33,2,3,40.0,Premium,Low Stock
Seven Brief Lessons on Physics,30.6,4,1,80.0,Standard,Low Stock
Scarlet (The Lunar Chronicles #2),14.57,4,21,80.0,Budget,Healthy Stock
Sarah's Key,46.29,1,16,20.0,Premium,Healthy Stock
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,23,100.0,Budget,Healthy Stock
Running with Scissors,12.91,4,6,80.0,Budget,Healthy Stock
Rogue Lawyer (Rogue Lawyer #1),50.11,3,17,60.0,Premium,Healthy Stock
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,5,80.0,Standard,Healthy Stock
Rework,44.88,2,5,40.0,Premium,Healthy Stock
Reservations for Two,11.1,3,6,60.0,Budget,Healthy Stock
Red: The True Story of Red Riding Hood,28.54,3,3,60.0,Standard,Low Stock
Ready Player One,19.07,4,21,80.0,Budget,Healthy Stock
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,23,20.0,Standard,Healthy Stock
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,5,60.0,Premium,Healthy Stock
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,21,20.0,Standard,Healthy Stock
Packing for Mars: The Curious Science of Life in the Void,56.68,2,5,40.0,Premium,Healthy Stock
Outliers: The Story of Success,14.16,1,10,20.0,Budget,Healthy Stock
Original Fake,31.45,3,10,60.0,Standard,Healthy Stock
Orange Is the New Black,24.61,2,19,40.0,Budget,Healthy Stock
One for the Money (Stephanie Plum #1),32.87,2,17,40.0,Standard,Healthy Stock
Notes from a Small Island (Notes From a Small Island #1),40.17,1,21,20.0,Standard,Healthy Stock
Night (The Night Trilogy #1),13.51,1,14,20.0,Budget,Healthy Stock
Neither Here nor There: Travels in Europe,38.95,3,9,60.0,Standard,Healthy Stock
Naked,31.69,3,14,60.0,Standard,Healthy Stock
Morning Star (Red Rising #3),29.4,1,1,20.0,Standard,Low Stock
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,19,20.0,Premium,Healthy Stock
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,13,40.0,Premium,Healthy Stock
Me Talk Pretty One Day,57.6,2,13,40.0,Premium,Healthy Stock
Manuscript Found in Accra,34.98,2,4,40.0,Standard,Low Stock
Lust & Wonder,11.87,2,1,40.0,Budget,Low Stock
Lila (Gilead #3),12.47,3,17,60.0,Budget,Healthy Stock
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,8,40.0,Standard,Healthy Stock
Life Without a Recipe,59.04,5,2,100.0,Premium,Low Stock
Life After Life,26.13,2,8,40.0,Budget,Healthy Stock
Letter to a Christian Nation,22.2,1,7,20.0,Budget,Healthy Stock
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,2,20.0,Premium,Low Stock
Legend (Legend #1),43.69,4,22,80.0,Premium,Healthy Stock
"Lean In: Women, Work, and the Will to Lead",25.02,1,22,20.0,Budget,Healthy Stock
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,3,100.0,Premium,Low Stock
Lady Renegades (Rebel Belle #3),53.04,5,18,100.0,Premium,Healthy Stock
Jurassic Park (Jurassic Park #1),44.97,1,12,20.0,Premium,Healthy Stock
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,1,20.0,Standard,Low Stock
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,22,60.0,Budget,Healthy Stock
Into the Wild,56.7,5,12,100.0,Premium,Healthy Stock
Inferno (Robert Langdon #4),41.0,5,5,100.0,Standard,Healthy Stock
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,25,60.0,Standard,Healthy Stock
If I Run (If I Run #1),49.97,4,17,80.0,Premium,Healthy Stock
I've Got Your Number,19.69,1,16,20.0,Budget,Healthy Stock
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,15,40.0,Standard,Healthy Stock
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,23,60.0,Standard,Healthy Stock
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,15,40.0,Premium,Healthy Stock
House of Leaves,54.89,1,5,20.0,Premium,Healthy Stock
Horrible Bear!,37.52,2,21,40.0,Standard,Healthy Stock
Holidays on Ice,51.07,2,14,40.0,Premium,Healthy Stock
Heir to the Sky,44.07,4,2,80.0,Premium,Low Stock
Green Eggs and Ham (Beginner Books B-16),10.79,4,11,80.0,Budget,Healthy Stock
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,19,20.0,Standard,Healthy Stock
Gratitude,26.66,5,7,100.0,Budget,Healthy Stock
Gone Girl,37.6,5,6,100.0,Standard,Healthy Stock
Golden (Heart of Dread #3),42.21,4,2,80.0,Standard,Low Stock
Girl in the Blue Coat,46.83,2,6,40.0,Premium,Healthy Stock
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,18,40.0,Premium,Healthy Stock
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,2,60.0,Premium,Low Stock
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,18,80.0,Budget,Healthy Stock
Fifty Shades Freed (Fifty Shades #3),15.36,5,15,100.0,Budget,Healthy Stock
Fellside,38.62,1,19,20.0,Standard,Healthy Stock
Extreme Prey (Lucas Davenport #26),25.4,3,2,60.0,Budget,Low Stock
Eragon (The Inheritance Cycle #1),43.87,3,20,60.0,Premium,Healthy Stock
Eclipse (Twilight #3),18.74,1,25,20.0,Budget,Healthy Stock
Dune (Dune #1),54.86,1,6,20.0,Premium,Healthy Stock
Dracula,52.62,3,1,60.0,Premium,Low Stock
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,24,20.0,Premium,Healthy Stock
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,15,100.0,Budget,Healthy Stock
Dead Wake: The Last Crossing of the Lusitania,39.24,5,23,100.0,Standard,Healthy Stock
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,10,20.0,Budget,Healthy Stock
Darkfever (Fever #1),56.02,1,19,20.0,Premium,Healthy Stock
Dark Places,23.9,5,17,100.0,Budget,Healthy Stock
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,5,100.0,Premium,Healthy Stock
Counting Thyme,10.62,1,4,20.0,Budget,Low Stock
Cosmos,36.17,2,10,40.0,Standard,Healthy Stock
Civilization and Its Discontents,59.95,2,24,40.0,Premium,Healthy Stock
Cinder (The Lunar Chronicles #1),26.09,1,17,20.0,Budget,Healthy Stock
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,10,40.0,Standard,Healthy Stock
Career of Evil (Cormoran Strike #3),24.72,2,17,40.0,Budget,Healthy Stock
Breaking Dawn (Twilight #4),35.28,5,20,100.0,Standard,Healthy Stock
Brave Enough,51.32,5,24,100.0,Premium,Healthy Stock
Boy Meets Boy,21.12,3,5,60.0,Budget,Healthy Stock
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,2,40.0,Standard,Low Stock
Blink: The Power of Thinking Without Thinking,21.74,5,6,100.0,Budget,Healthy Stock
Black Flags: The Rise of ISIS,40.87,1,21,20.0,Standard,Healthy Stock
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,2,20.0,Premium,Low Stock
Big Little Lies,22.11,1,13,20.0,Budget,Healthy Stock
Between Shades of Gray,20.79,5,11,100.0,Budget,Healthy Stock
Best of My Love (Fool's Gold #20),27.41,2,11,40.0,Standard,Healthy Stock
Beowulf,38.35,2,16,40.0,Standard,Healthy Stock
Beautiful Creatures (Caster Chronicles #1),21.55,5,11,100.0,Budget,Healthy Stock
Awkward,38.02,2,19,40.0,Standard,Healthy Stock
Ash,22.06,4,15,80.0,Budget,Healthy Stock
Are We There Yet?,10.66,3,25,60.0,Budget,Healthy Stock
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,23,20.0,Premium,Healthy Stock
Annie on My Mind,36.83,5,23,100.0,Standard,Healthy Stock
And Then There Were None,35.01,2,16,40.0,Standard,Healthy Stock
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,11,80.0,Standard,Healthy Stock
A Visit from the Goon Squad,14.08,5,22,100.0,Budget,Healthy Stock
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,16,40.0,Standard,Healthy Stock
A Heartbreaking Work of Staggering Genius,54.29,5,8,100.0,Premium,Healthy Stock
8 Keys to Mental Health Through Exercise,31.04,1,4,20.0,Standard,Low Stock
#GIRLBOSS,50.96,1,8,20.0,Premium,Healthy Stock
"The Suffragettes (Little Black Classics, #96)",11.89,2,4,40.0,Budget,Low Stock
The Sense of an Ending,31.38,3,24,60.0,Standard,Healthy Stock
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,25,20.0,Premium,Healthy Stock
The Course of Love,16.78,3,3,60.0,Budget,Low Stock
Sugar Rush (Offensive Line #2),24.42,1,3,20.0,Budget,Low Stock
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,18,60.0,Budget,Healthy Stock
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,19,20.0,Budget,Healthy Stock
New Moon (Twilight #2),12.86,4,19,80.0,Budget,Healthy Stock
Life,31.58,5,21,100.0,Standard,Healthy Stock
Kindle Paperwhite User's Guide,34.0,3,5,60.0,Standard,Healthy Stock
H is for Hawk,57.42,5,18,100.0,Premium,Healthy Stock
Girl Online On Tour (Girl Online #2),53.47,1,10,20.0,Premium,Healthy Stock
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,22,100.0,Budget,Healthy Stock
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,21,80.0,Premium,Healthy Stock
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,6,80.0,Budget,Healthy Stock
While You Were Mine,41.32,5,1,100.0,Standard,Low Stock
Where Lightning Strikes (Bleeding Stars #3),39.77,3,5,60.0,Standard,Healthy Stock
When I'm Gone,51.96,3,9,60.0,Premium,Healthy Stock
Ways of Seeing,39.51,5,12,100.0,Standard,Healthy Stock
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,14,20.0,Budget,Healthy Stock
Vampire Girl (Vampire Girl #1),53.82,2,2,40.0,Premium,Low Stock
Twenty Love Poems and a Song of Despair,30.95,4,17,80.0,Standard,Healthy Stock
Travels with Charley: In Search of America,57.82,5,14,100.0,Premium,Healthy Stock
Three Wishes (River of Time: California #1),44.18,2,13,40.0,Premium,Healthy Stock
This One Moment (Pushing Limits #1),48.71,1,9,20.0,Premium,Healthy Stock
The Zombie Room,19.69,5,25,100.0,Budget,Healthy Stock
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,15,40.0,Standard,Healthy Stock
The Tumor,41.56,5,25,100.0,Standard,Healthy Stock
The Story of Hong Gildong,43.19,4,22,80.0,Standard,Healthy Stock
The Silent Wife,12.34,5,15,100.0,Budget,Healthy Stock
The Silent Twin (Detective Jennifer Knight #3),36.25,3,24,60.0,Standard,Healthy Stock
The Selfish Gene,29.45,1,11,20.0,Standard,Healthy Stock
The Secret Healer,34.56,3,16,60.0,Standard,Healthy Stock
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,17,60.0,Premium,Healthy Stock
The Republic,33.78,3,4,60.0,Standard,Low Stock
The Odyssey,29.64,3,1,60.0,Standard,Low Stock
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,8,80.0,Premium,Healthy Stock
The Nicomachean Ethics,36.34,1,17,20.0,Standard,Healthy Stock
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,3,60.0,Premium,Low Stock
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,20,20.0,Standard,Healthy Stock
The Little Prince,45.42,2,15,40.0,Premium,Healthy Stock
The Light of the Fireflies,54.43,1,15,20.0,Premium,Healthy Stock
The Last Girl (The Dominion Trilogy #1),36.26,2,24,40.0,Standard,Healthy Stock
The Iliad,16.16,1,22,20.0,Budget,Healthy Stock
The Hook Up (Game On #1),36.29,5,14,100.0,Standard,Healthy Stock
The Haters,27.89,5,23,100.0,Standard,Healthy Stock
The Girl You Lost,12.29,5,14,100.0,Budget,Healthy Stock
The Girl In The Ice (DCI Erika Foster #1),15.85,3,24,60.0,Budget,Healthy Stock
The End of the Jesus Era (An Investigation #1),14.4,1,2,20.0,Budget,Low Stock
The Edge of Reason (Bridget Jones #2),19.18,4,13,80.0,Budget,Healthy Stock
The Complete Maus (Maus #1-2),10.64,3,14,60.0,Budget,Healthy Stock
The Communist Manifesto,14.76,3,24,60.0,Budget,Healthy Stock
The Bhagavad Gita,57.49,3,19,60.0,Premium,Healthy Stock
The Bette Davis Club,30.66,3,7,60.0,Standard,Healthy Stock
The Art of Not Breathing,40.83,4,3,80.0,Standard,Low Stock
Taking Shots (Assassins #1),18.88,2,15,40.0,Budget,Healthy Stock
Starlark,25.83,3,23,60.0,Budget,Healthy Stock
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,14,60.0,Standard,Healthy Stock
Sister Sable (The Mad Queen #1),13.33,3,11,60.0,Budget,Healthy Stock
Shatter Me (Shatter Me #1),42.4,1,15,20.0,Standard,Healthy Stock
Shameless,58.35,3,13,60.0,Premium,Healthy Stock
Shadow Rites (Jane Yellowrock #10),21.72,4,18,80.0,Budget,Healthy Stock
Settling the Score (The Summer Games #1),44.91,2,6,40.0,Premium,Healthy Stock
Sense and Sensibility,37.46,1,3,20.0,Standard,Low Stock
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,19,20.0,Standard,Healthy Stock
"Rhythm, Chord & Malykhin",28.34,2,15,40.0,Standard,Healthy Stock
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,25,100.0,Premium,Healthy Stock
Paradise Lost (Paradise #1),24.96,1,23,20.0,Budget,Healthy Stock
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,5,80.0,Budget,Healthy Stock
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,10,60.0,Standard,Healthy Stock
Origins (Alphas 0.5),28.99,1,7,20.0,Standard,Healthy Stock
One Second (Seven #7),52.94,2,25,40.0,Premium,Healthy Stock
On the Road (Duluoz Legend),32.36,3,17,60.0,Standard,Healthy Stock
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,7,40.0,Premium,Healthy Stock
Off Sides (Off #1),39.45,5,22,100.0,Standard,Healthy Stock
Of Mice and Men,47.11,2,12,40.0,Premium,Healthy Stock
Myriad (Prentor #1),58.75,4,25,80.0,Premium,Healthy Stock
My Perfect Mistake (Over the Top #1),38.92,2,17,40.0,Standard,Healthy Stock
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,13,80.0,Standard,Healthy Stock
Meditations,25.89,2,20,40.0,Budget,Healthy Stock
Matilda,28.34,1,25,20.0,Standard,Healthy Stock
Lost Among the Living,27.7,4,4,80.0,Standard,Low Stock
Lord of the Flies,24.89,3,10,60.0,Budget,Healthy Stock
Listen to Me (Fusion #1),58.99,3,3,60.0,Premium,Low Stock
Kitchens of the Great Midwest,57.2,5,9,100.0,Premium,Healthy Stock
Jane Eyre,38.43,5,13,100.0,Standard,Healthy Stock
Imperfect Harmony,34.74,4,18,80.0,Standard,Healthy Stock
